id	nil_name	title1	text1	link1	title2	text2	link2
51	Porta Magenta	Esselunga via Washington	grande supermercato, su strada e marciapiede piuttosto larghi; mix di edifici di epoche molto diverse, piccoli negozi agli angoli	https://www.google.com/maps/search/?api=1&query=Esselunga%20via%20Washington%2C%20Milano	Parterre via Dezza	si tratta di una residenziale molto tranquilla, marginalmente interessata dalla riqualificazione in seguito ai cantieri della metropolitana.	https://maps.app.goo.gl/PAeNeb5g5KG3RCJE8
52	Bande Nere	Frattini M4	fermata della metropolitana, in una rotonda con una grande area verde attrezzata al centro, recentemente riaperta dopo i lavori di costruzione della M4; buon numero di panchine e aree gioco per bambini; negozi e una chiesa ai lati della piazza, su larghi marciapiede	https://www.google.com/maps/search/?api=1&query=Frattini%20M4%2C%20Milano	Piazza Bettini	piazza Bettini è un punto particolarmente “caldo”: la piazza aperta è stata osteggiata da parte dei residenti. Potrebbe essere interessante per incontrare opinioni polarizzate e quindi interessate al dialogo (o agli insulti, ndr	https://www.google.com/maps/search/?api=1&query=Piazza%20Bettini%2C%20Milano
53	Lorenteggio	Piscina Cardellino - Parco delle Crocerossine	piscina comunale ai margini di due aree verdi di discrete dimensioni, di fronte ad un complesso di uffici di recente costruzione e edifici residenziali di media altezza	https://www.google.com/maps/search/?api=1&query=Piscina%20Cardellino%20Milano	Giardino Alberto Moravia	parco con diverse strutture per bambini e aree cani, vicino alla fermata “Inganni” della M1, circondato da edifici anni Sessante di 6/8 piani	https://www.google.com/maps/search/?api=1&query=Giardino%20Alberto%20Moravia%2C%20Milano
55	Baggio - Q.re degli Olmi - Q.re Valsesia	Parco di Baggio	parco al centro del quartiere, biblioteca di quartiere  (chiusa la domenica, sabato chiude alle 18); aree gioco, percorsi per jogging, numerose panchine  e una piazza usata anche come area gioco (piazza Anita Garibaldi	https://www.google.com/maps/search/?api=1&query=Biblioteca%20Baggio-Parco%20di%20Baggio%2C%20Milano	Parco in Memoria delle Vittime Italiane nei Gulag	grande parco nella parte sud del quartiere, con aree giochi, campi da calcio e panchine,, fiancheggiato da un Eurospin con annesso parcheggio su via Macarotti, una chiesa e numerosi edifici residenziali	https://www.google.com/maps/search/?api=1&query=Parco%20in%20Memoria%20delle%20Vittime%20Italiane%20nei%20Gulag%2C%20Milano
56	Forze Armate	Ospedale San Carlo	grande ospedale con ampie superfici dedicate a parcheggio nei dintorni	https://www.google.com/maps/search/?api=1&query=Ospedale%20San%20Carlo%2C%20Milano	CDI Centro Diagnostico Italiano | Saint Bon	ospedale di medie dimensioni, di fronte all'ospedale militare e vicino alla fermata “Inganni “ della M1	https://maps.app.goo.gl/SCkaUsnCYUsvBy4y8
57	San Siro	Mercato Settimanale di Via Osopo	mercato comunale del sabato, fino alle 17; strada “tradizionale”, con edifici vicini l’uno all’altro, e negozi al piano terra su via Osoppo; piazzale Brescia ha una chiesa e una  larga area verde centrale, con aree giochi e panchine; servita dalla linea tranviaria 16, attraversante il piazzale	https://www.google.com/maps/search/?api=1&query=Mercato%20Settimanale%20di%20Via%20Osoppo%2C%20Milano	Piazzale Selinunte	piazzale con ampia area verde centrale, con campo da basket, giochi per bambini e area cani; circondata da densi edifici residenziali, con alcune attività commerciali	https://www.google.com/maps/search/?api=1&query=Piazzale%20Selinunte%2C%20Milano
58	De Angeli-Monte Rosa	Lotto M1 M5 - Esselunga via Vigliani	importante hub di trasporto pubblico, punto di incrocio delle linee M1 e M5 e della filoviaria 90/91, che qui effettua capolinea; vicino ad un Esselunga su via Vigliani, con un parcheggio di medie dimensioni di fronte	https://www.google.com/maps/search/?api=1&query=Lotto%20M1%20M5%20-%20Esselunga%20via%20Vigliani%2C%20Milano	Parterre d via Domenichino	fermata della M1, su strada con un discreto traffico pedondale, su cui si trovano un’ edicola, fiorista, qualche bar con seduta e uscita Amendola M1, oltre all'Esselunga e le panchine sul parterre alberato di via Domenichino	https://maps.app.goo.gl/8hVQtMuTAdvU8Wan7
59	Tre Torri	Fontana delle Quattro stagioni	fontana monumentale in un’area verde di discrete dimensioni, su uno degli accessi al parco Tre Torri	https://www.google.com/maps/search/?api=1&query=Fontana%20Quattro%20stagioni%2C%20Milano	Parco Tre torri - Citylife	area pedonalizzata, servita dalla M5  “Tre Torri” e situata in un'area commerciale di costruzione piuttosto recente; molto frequentata, sia da residenti di altre zone di Milano che di altri comuni	https://www.google.com/maps/search/?api=1&query=Parco%20Tre%20torri-Citylife%2C%20Milano
60	Stadio – Ippodromi	San Siro Stadio M5 - giardini Marangoni	capolinea metropolitano della M5 e di diversi bus (su via Harar) e tranviario della linea 16, in una strada di accesso alla città di discreta importanza (via Dessiè, direzione centro) adiacenti piccole aree verdi su piazza Axum (piccole attività commerciali) 
 Vedi su Google Maps

evitare nel turno di pomeriggio di sabato	https://maps.app.goo.gl/MRHbFj8neFgEVcvq7	Via Paravia	strada “tradizionale”, con diversi negozi e bar, un Carrefour, ospedale veterinario "San francesco" all'angolo con via Newton e una farmacia); molti parcheggi a centro strada	https://maps.app.goo.gl/Qzric5ktURvWapsi9
61	Quarto Cagnino	Parco del Fanciullo	parco cittadino di medie dimensioni al centro del quartiere: alberato, giochi per bambini, campi e panchine; quartiere edificato negli anni 60 e 70: edifici di media altezza, con verde usato con verde attorno e alcuni esercizi commerciali su via Cannizzaro	https://www.google.com/maps/search/?api=1&query=Parco%20del%20Fanciullo%2C%20Milano	Parco delle Cave - via Marchesi	ingresso punto piuttosto frequentato ad un grande parco attrezzato, luogo di passaggio tra chi entra/esce dal parco, utilizzato soprattutto da gente della zona; edifici residenziali nei pressi dell’ingresso	https://maps.app.goo.gl/KqokgSLRJi7grmYw8
65	Q.re Gallaratese - Q.re San Leonardo – Lampugnano	Giardini Sergio Vieira de Mello	parco cittadino di medie dimensioni al centro del quartiere: alberato, giochi per bambini, campi e panchine; frequentato da gente della zona, pieno nei weekend; zona non troppo densamente edificata, ma diversi edifici sono di tipo “torre nel parco”; sul lato est c’è un piccolo parcheggio del parco, a nord la fermata”Uruguay” della M1	https://www.google.com/maps/search/?api=1&query=Giardini%20%22Sergio%20Vieira%20de%20Mello%22%2C%20Milano	Centro commerciale Bonola	centro commerciale di riferimento della zona, raggiunto sia in auto che tramite la vicina fermata “Bonola” della M1, il cui ingresso è una piazza pedonale con discreti flussi di traffico e diverse panchine, da cui si accede direttamente al centro commerciale; palazzine anni 70 nei dintorni, oltre che pensilina servita da tre linee di autobus	https://maps.app.goo.gl/GXBwDTHGpsR54p2g8
66	QT8	CASVA	centro culturale vicino alla fermata QT8 della M1, la parrocchia "Santa Maria Nascente al QT8" e aree verdi a sud ed est di Piazza Maria Nascente; edifici medio-bassi, alcune villette a schiera e piccole palazzine	https://maps.app.goo.gl/2DH7LApUxj4SP37t5	Parco Monte Stella	grande parco formato da una collina, attorno a cui salgono diversi percorsi per passeggiate; visitato tanto da residenti della zona che dal resto della città, data la vicinanza della M1	https://www.google.com/maps/search/?api=1&query=Parco%20Monte%20Stella%2C%20Milano
67	Portello	Domodossola FN	nodo di interscambio fra M5, stazione ferroviaria e fermata tranviaria, molto ben utilizzato, vista anche la grande pensilina che copre l’area antistante; parco di medie dimensioni sul lato opposto di via Domodossola; alcune piccole attività nelle vicinanze, edifici densi e affiancati l’uno all’altro	https://maps.app.goo.gl/HEGRW8YH3K1MSUTc6	via Ruggero di Lauria	Unes in piazzale Damiano Chiesa, al cui centro si trova una piccola area verde attrezzata; piccoli negozi e sedute lungo la via alberata; urbanistica tipica di fine Ottocento: edifici vicini l’uno all’altro e di media altezza	https://www.google.com/maps/search/?api=1&query=via%20Ruggero%20di%20Lauria%2C%20Milano
68	Pagano	Pagano M1	fermata della M1 su una strada molto larga, vicina ad un parco piuttosto grande e ben attrezzato e un ampio parcheggio che funge da area mercato la domenica; edifici densi, perlopiù di urbanizzazione matura; non lontana dalla parzialmente pedonalizzata piazza Wagner, centro di una zona più riconoscibilmente urbana, senza vaste distese di parcheggi a raso; sede di un mercato coperto, una chiesa e molte piccola attività (maggiori flussi pedonali locali	https://maps.app.goo.gl/HhKs1oyqkimKnrPq7	Parco Bompiani	vasta area verde attrezzata, con area giochi per bambini e area cani, attorniata da palazzine medio-alte e servita dalla linea tranviaria 19 s via Vincenzo Monti e da una stazione BikeMi nell’angolo più a sud	https://maps.app.goo.gl/SncTup3pof689k2U7
69	Sarpi	Via Fauchè	strada su cui si svolge il mercato del sabato e su cui si trovano altresì alcuni esercizi commerciali; poco distante dai piccoli ma attrezzati giardini di Piazza Gerusalemme, che sono serviti dall’omonima fermata della M5; strada eccessivamente larga, auto in sosta spesso su marciapiede; mix di edifici, dall’urbanistica matura e densa di fine Ottocento ad alcuni complessi più industriali e alberghieri, che contribuiscono meno alla vitalità della strada	https://maps.app.goo.gl/RhjStNorboq4TiEq8	Via Cesariano	piccola strada completamente pedonalizzata, con sedute, verde e giochi per bambini; fiancheggiata da palazzine medio-alte, con diverse attività commerciali al pian terreno; non lontano dalle più recentemente pedonalizzate via Verga e piazza Ercole Morselli; a discreta distanza, servita da diverse linee tranviarie (2, 4, 12 e 14, sul trafficato incrocio di piazza Lega Lombarda	https://www.google.com/maps/search/?api=1&query=Via%20Cesariano%2C%20Milano
70	Ghisolfa	Giardino Carmelo Bene-Conad via Principe Eugenio	di modeste dimensioni, sito in un’area di più recente urbanizzazione, con giochi, area pattinaggio e basket; una Conad con un parcheggio a raso di fronte a breve distanza	https://www.google.com/maps/search/?api=1&query=Giardino%20Carmelo%20Bene-Conad%20via%20Principe%20Eugenio%2C%20Milano	Giardino Bonelli	giardini attrezzati (giochi per bambini e panchine), circondati da edifici residenziali medio-alti  e serviti dalla fermata del tram 12 “Mac Mahon-Caracciolo”, nei cui pressi si trovano diversi negozi	https://www.google.com/maps/search/?api=1&query=Giardino%20Bonelli%2C%20Milano
71	Villapizzone - Cagnola – Boldinasco	Piazza Prealpi	piazza adibita a parco, attrezzata con giochi e panchine, accanto ad un mercato coperto e servita dall’omonima fermata tranviaria; circondata da palazzi del primo Novecento, con diverse attività al piano terra	https://www.google.com/maps/search/?api=1&query=Piazza%20Prealpi%2C%20Milano	Centro Commerciale Il Portello	centro commerciale con piazza esterna, bancarelle, e bar, ben frequentato e poco distante dal Parco Portello, che ha panchine, e buona frequentazione nei fine settimana, e dalla fermata tranviaria (linee 1 e 14) in Vial Certosa.	https://www.google.com/maps/search/?api=1&query=Centro%20Commerciale%20%E2%80%9CIl%20Portello%E2%80%9D%2C%20Milano
72	Maggiore - Musocco – Certosa	Cimitero Maggiore	cimitero più grande della città, vicino al capolinea della linea tranviaria 14; dotato di un grande piazzale all’ingresso e situato al termine di viale Certosa, fiancheggiato da case “tradizionali”: dense, non troppo alte e con negozi al piano terra	https://maps.app.goo.gl/KZttcLpoCmKfVFHT7	Centro commerciale Milano Merlata	grande centro commerciale di recente apertura in un quartiere di nuova costruzione; all’esterno ci sono fermata bus (in via Pasolini) e rastrelliere per bici (oltre allo sterminato parcheggio auto sotterraneo). moltissime attività di tutti i tipi all’interno	https://maps.app.goo.gl/q6PbPo431PSPDNm16
76	Quarto Oggiaro - Vialba – Musocco	Parco di Villa Scheibler	grande parco attrezzato al centro del quartiere di Quarto Oggiaro; la villa è sede di uffici pubblici e alcune esposizioni culturali; ben utilizzate le vicine fermate del bus 57 su via Sebastiano Satta	https://www.google.com/maps/search/?api=1&query=Parco%20di%20Villa%20Scheibler%2C%20Milano	via de Roberto	strada a tratti pedonalizzata strutturalmente, con la” fontana di Quarto Oggiaro” al centro, diversi negozi al piano terra e sedute; nelle immediate vicinanze la chiesa di Santa Lucia e il Mercato Comunale di Quarto Oggiaro, che domenica è aperto solo la mattina; edifici medio-bassi ai lati, esercizi commerciali e dehor al piano terra,	https://www.google.com/maps/search/?api=1&query=via%20de%20Roberto%2C%20Milano
77	Bovisa	Piazza Bausan	piazza centrale del quartiere, capolinea del tram 2 e servita dalla linea filoviaria 92 e di bus 82; numerosi negozi intorno (che proseguono su via degli Imbriani e via Baldinucci), una piccola fontana con sedute al centro	https://www.google.com/maps/search/?api=1&query=Piazza%20Bausan%2C%20Milano	Biblioteca Dergano	angolo fra via Baldinucci e via Maffucci, con biblioteca chiusa sabato mattina e domenica, parco con giochi e panchine e supermercato ben frequentato con un piccolo parcheggio di fronte; vicina al campus di via Candiani del Politecnico, la cui area verde è discretamente utilizzata anche da residenti; servita da alcune fermate dell’autobus 82, tutte con pensilina	https://www.google.com/maps/search/?api=1&query=Biblioteca%20Dergano%20Milano
78	Farini	Lancetti FS	stazione del passante ferroviario, con servizio frequente tutto il giorno; vicina ad un’area cani, una LIDL su viale Lancetti (lato della stazione) e Boggi (sul lato opposto) fermata tranviaria della linea 2 su viale Lancetti, su mediana alberata	https://maps.app.goo.gl/KbV9eY8rGnQLs3Kt7	Bar Nuova Posteria Milanese	bar su strada trafficata, vicino ad un  benzinaio/meccanico della Esso, utile se c’è gente ad aspettare le riparazioni; servita dalla fermata del filobus 92 su viale Jenner	https://www.google.com/maps/search/?api=1&query=Bar%20Nuova%20Posteria%20Milanese%2C%20Milano
79	Dergano	Piazza Dergano	piazza recentemente pedonalizzata come parte del programma “piazza aperte” e ben frequentata, con panchine e tavoli da picnic e ping pong; numerosi negozi e un parco nelle vicinanze, è il tradizionale centro del quartiere; edifici densi e di media altezza di metà secolo, misti ad altri più antichi	https://www.google.com/maps/search/?api=1&query=Piazza%20Dergano%2C%20Milano	Dergano M3	fermata della metropolitana  e delle linea bus 70; piazza pedonale con alcune bancarelle; molti negozi sull'adiacente via Pellegrino Rossi; mix di edifici di inizio secolo e anni 50-60; situata sulla tradizionale strada principale di accesso dalla valle del Seveso (strada Comasina	https://maps.app.goo.gl/PgK5YF5yBgVBL5ZP9
80	Affori	Affori Centro M3	fermata della metropolitana e delle linea bus 70, situata sulla tradizionale strada principale di accesso dalla valle del Seveso (strada Comasina); uscita dalla metro su piazza pedonale, con giochi per bambini e alcune bancarelle; molti negozi sull'adiacente via Carlo Imbonati; mix di edifici di inizio secolo e anni 50-60-70; parcheggio di media capienza a raso poco distante	https://maps.app.goo.gl/MwPpDRVEGycKmdCj8	Parco Villa Litta Affori	grande parco ben attrezzato nel quartiere di Affori, un quartiere di antica edificazione; ingresso da viale Affori vicino alla biblioteca e a Villa Litta; parecchie persone senza fretta nei weekend, non lontano dalle fermate Affori FN e Milano Affori	https://www.google.com/maps/search/?api=1&query=Parco%20Villa%20Litta%20Affori%2C%20Milano
81	Bovisasca	Quarto Oggiaro FN	in una zona prevalentemente industriale alla periferia della città, stazione suburbana con servizio piuttosto frequente (un poco ridotto la domenica mattina); non lontana da alcuni uffici e dal centro commerciale “Metropoli”, che però si trova nel comune Novate Milanese, appena oltre il confine: la strada fra centro commerciale e stazione vede un discreto traffico di utilizzatori del centro	https://maps.app.goo.gl/MT3fjxVdvoAYNdjm6	Centro commerciale Unicenter	piccolo centro commerciale del quartiere, ospitante fra gli altri un bar, le poste e un supermercato; parcheggio a servizio di fronte, piccolo parco adiacente ed edifici residenziali su entrambi i lati del centro commerciale; fermate autobus nelle vicinanze, soprattutto su via Bovisasca verso il centro	https://www.google.com/maps/search/?api=1&query=Centro%20commerciale%20Unicenter%2C%20Milano
83	Bruzzano	Piazza Bruzzano	piazza principale del quartiere, recentemente pedonalizzata tatticamente e fra qualche polemica; ci sono panchine e tavoli, un supermercato in piazza, alcuni piccoli esercizi commerciali su via Capsoni e una chiesa appena su via Acerbi, dove si trova un’altra piccola piazzetta con palestra tra via Capsoni e via Fulton	https://www.google.com/maps/search/?api=1&query=Piazza%20Bruzzano%20Milano	Piazza Giustino Fortunato	piazza adibita a parco con diverse panchine, diversi esercizi commerciali attorno, alcuni con sedute esterne; c’è un altro piccolo parco di fronte su via Casarsa,, con giochi per bambini; situata su una strada molto trafficata, fermate autobus adiacenti	https://www.google.com/maps/search/?api=1&query=Piazza%20Giustino%20Fortunato%20Milano
